CNPJ_FUNDO_CLASSE,DENOM_SOCIAL,CNPJ Gestor
61.643.116/0001-33,CASTELNUOVO KINEA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,08.604.187/0001-44
61.643.338/0001-56,SPARTA INFRA INFLAÇÃO LONGA MASTER II FI EM INFRAESTRUTURA RENDA FIXA - RESP LIMITADA,72.745.714/0001-30
61.649.424/0001-76,SANTANDER PB GRAND LOPES PREMIUM INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
61.651.255/0001-09,ITAÚ DEBÊNTURES INCENTIVADAS CDI FEEDER I FIF INCENTIVADO EM INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
61.655.249/0001-20,OURO VERDE FIF - CI RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA,31.384.260/0001-31
61.683.502/0001-59,SANTANDER PB OLMOS INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
61.690.166/0001-71,MELMAX FIF - CI RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA,60.746.948/0001-12
61.692.294/0001-54,4UM ICM I INFRAESTRUTURA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,03.983.856/0001-12
61.761.100/0001-25,BOSSA BRASIL FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
61.791.374/0001-67,ITAÚ PVT DEBÊNTURES INCENTIVADAS PÓS-FIXADO II FIF INCENTIVADO INFRA RF CRED PRIV LP RESP LIMITADA,40.430.971/0001-96
61.791.538/0001-56,ITAÚ DEBÊNTURES INCENTIVADAS PÓS-FIXADO II FIF INCENTIVADO EM INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
61.794.722/0001-50,SANTANDER PB JEM II PARTICIPAÇÕES INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
61.794.817/0001-73,SANTANDER PB GLADIATOR INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
61.794.931/0001-01,SANTANDER PB ERC INVESTIMENTO EM INFRA RF - FIF RESP LIMITADA,03.502.968/0001-04
61.798.592/0001-23,BRADESCO PERSPECTIVA JUROS REAIS FIF - CI RF INCENTIVADO DE INVESTIMENTO EM INFRA LP - RESP LIMITADA,60.746.948/0001-12
61.800.269/0001-47,JOURNEY CAPITAL 15 FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,20.316.689/0001-75
61.800.420/0001-47,JOURNEY CAPITAL 25 FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,20.316.689/0001-75
61.803.239/0001-94,DOMUS VI DEBENTURES INCENTIVADAS FUNDO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
61.803.360/0001-16,AMAÍ FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
61.809.401/0001-81,SANTANDER PB VITÓRIA INVESTIMENTO EM INFRA RF - FIF RESP LIMITADA,03.502.968/0001-04
61.809.581/0001-00,SANTANDER PB BLESSED INVESTIMENTO EM INFRAESTRUTURA RF - FIF RESP LIMITADA,03.502.968/0001-04
61.817.868/0001-73,UBS EVOLUTION MAKTUB FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRED PRIV RESP LIMITADA,11.519.438/0001-05
61.817.952/0001-97,UBS EVOLUTION WGL FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,11.519.438/0001-05
61.818.679/0001-15,UBS EVOLUTION VIVRE FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,11.519.438/0001-05
61.818.719/0001-29,UBS EVOLUTION SYNERGY FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRED PRIV RESP LIMITADA,11.519.438/0001-05
61.834.984/0001-09,BB VORTEX INFRA RF FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
61.835.389/0001-80,ITAÚ PVT DEBÊNTURES INCENTIVADAS IMA-B II FIF INCENTIVADO EM INFRA RF CRED PRIV LP RESP LIMITADA,40.430.971/0001-96
61.835.634/0001-59,BB TAMBORETE INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RESP LIMITADA,30.822.936/0001-69
61.835.843/0001-00,BB LCPC INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
61.836.539/0001-70,BB MBM INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
61.836.753/0001-26,BB NEXUS INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
61.837.406/0001-18,BB RIBEIRÃO INFRA RENDA FIXA FUNDO INCENTIVADO DE INVEST FINAN EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
61.837.478/0001-65,BB MMF INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
61.843.171/0001-77,G5 FLAMINGO FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,09.446.129/0001-00
61.844.252/0001-91,SANTANDER PB PARKSIDE INVESTIMENTO EM INFRA RF - FIF RESP LIMITADA,03.502.968/0001-04
61.844.366/0001-31,SANTANDER PB 287 INVESTIMENTO EM INFRA RF - FIF RESP LIMITADA,03.502.968/0001-04
61.845.849/0001-50,LEOFER FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,51.004.798/0001-80
61.854.664/0001-02,ITAÚ DEBÊNTURES INCENTIVADAS IMA-B II FIF INCENTIVADO EM INFRA RF CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
61.866.929/0001-92,ISCH1A FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,08.800.008/0001-44
61.875.090/0001-59,ROMA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
61.881.131/0001-10,ICATU VANGUARDA LONG DURATION INCENTIVADO DE INVESTIMENTO EM INFRA FIF CI RF LP - RESP LIMITADA,68.622.174/0001-20
61.885.649/0001-21,ARTEMIS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
61.898.585/0001-01,THALASSA INFRA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA - RESP LIMITADA,11.519.438/0001-05
61.908.557/0001-10,AKS FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
61.925.300/0001-76,MAZEL KINEA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
61.926.290/0001-93,ARATU FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
61.944.498/0001-35,BALDER II FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,60.746.948/0001-12
61.944.886/0001-16,FV II FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,60.746.948/0001-12
61.948.797/0001-48,RIZA EVORA HEDGE DEBÊNTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RF,50.715.649/0001-67
61.952.434/0001-86,ALCATRAZES FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
61.953.079/0001-60,PERSA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
61.954.776/0001-35,STEN DEBÊNTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA,06.332.955/0001-22
61.959.000/0001-08,STEN MFO DEBÊNTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA,06.332.955/0001-22
61.959.244/0001-90,INDUSTRIA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
61.959.407/0001-35,SPARTA OAWM FI FINANCEIRO RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA,72.745.714/0001-30
61.971.270/0001-34,CRICA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
61.972.391/0001-09,HFLC DEBÊNTURE FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
61.973.575/0001-85,VINLAND FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA IPCA IMAB RF CRED PRIV LONGO PRAZO RESP LIMITADA,31.846.872/0001-07
61.989.479/0001-25,MONTE CORCOVADO FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,60.746.948/0001-12
62.003.655/0001-70,INDAIATUBA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RF CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
62.007.683/0001-66,SPARTA DEBENTURES INCENTIVADAS S FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA RESP LIMITADA,72.745.714/0001-30
62.031.312/0001-10,YAM FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.049.166/0001-50,K2 INFRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
62.065.173/0001-45,URBANO FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.074.561/0001-92,SANTANDER PB PLAY INVESTMENTS INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
62.078.917/0001-66,GAMA INFRA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA,31.384.260/0001-31
62.083.874/0001-07,SPARTA VP FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,72.745.714/0001-30
62.091.844/0001-42,LISINI FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.092.022/0001-86,BLUESTONE FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.103.583/0001-33,ELLAS INFRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,31.384.260/0001-31
62.120.583/0001-41,SANTANDER PB KANDINSKY INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
62.125.370/0001-02,BRADESCO MA CDI FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,60.746.948/0001-12
62.136.382/0001-32,EDUCA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.140.128/0001-08,RB DEBÊNTURES INCENTIVADAS INFLAÇÃO MASTER FIF RENDA FIXA INVESTIMENTO EM INFRA - RESP LIMITADA,07.981.934/0001-09
62.145.244/0001-10,BERRA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
62.159.099/0001-26,FLORIDA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RENDA FIXA CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.171.470/0001-75,BRAM DEBÊNTURES INCENTIVADAS 2506 FIF CI RF INCENTIVADO DE INVESTIMENTO EM INFRA LP - RESP LIMITADA,60.746.948/0001-12
62.172.231/0001-30,FAMÍLIA ESPÍRITO SANTO FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.172.396/0001-01,FCM2 FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.198.665/0001-09,PERENNIAL KINEA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
62.199.705/0001-37,M SPARTA DEBENTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA,72.745.714/0001-30
62.214.375/0001-01,FGX FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
62.214.641/0001-04,CRISTAL FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,60.746.948/0001-12
62.231.879/0001-30,AMOREIRA FIF - CI RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - RESPONSABILIDADE LIMITADA,11.159.192/0001-08
62.233.496/0001-09,NEWERA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.233.915/0001-02,RESERV FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.234.191/0001-03,AAA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
62.234.770/0001-56,AVA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INRA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
62.234.941/0001-47,ADCC FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.235.923/0001-80,CR GROUP FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.240.763/0001-67,ONDA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.250.286/0001-10,BOCAINA STB FUNDO INCENTIVADO DE INVEST FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,38.347.420/0001-11
62.253.198/0001-72,RLJ CAPITAL FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRAESTR RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
62.253.446/0001-85,VINLAND INFRAESTRUTURA MASTER I FIF F INC EM INVEST EM DEB DE INFRAESTR RF RESP LIMITADA,31.846.872/0001-07
62.267.044/0001-30,RIZA ÉVORA OAWM DEB INCENTIVADAS FI FINANCEIRO RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA,50.715.649/0001-67
62.270.059/0001-57,FOUR M FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
62.283.336/0001-66,ITAÚ DEB INCENTIVADAS PRÉ TARGET 2030 SHIFT FIIF EM INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
62.317.528/0001-46,BISCAYNE FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,60.746.948/0001-12
62.318.156/0001-72,CHARLES FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.318.422/0001-67,32 FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
62.319.210/0001-02,ST BENEDIKT FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.319.608/0001-30,JAC FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.323.295/0001-94,ALMA FIF - CI RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESPONSABILIDADE LIMITADA,60.746.948/0001-12
62.324.905/0001-74,JAFA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.325.046/0001-38,MKW FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.340.543/0001-05,JOMITESI FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,60.746.948/0001-12
62.351.636/0001-35,PLURAL DEBÊNTURES INCENTIVADAS IMAB FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA,11.397.672/0002-80
62.355.956/0001-63,ORION FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA  RENDA FIXA,12.695.840/0001-03
62.356.314/0001-89,MULTIPLIC FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
62.358.710/0001-45,AURUM BONDS BR DEBENTURES INCENTIVADAS INFRAESTRUTURA CLASSE DE INVESTIMENTO EM RF - RESP LIMITADA,11.519.438/0001-05
62.360.992/0001-15,BB MASTER II RENDA FIXA DEBÊNTURES INCENTIVADAS FIF INVESTIMENTO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
62.361.327/0001-46,BB BSM INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
62.361.404/0001-68,BB ANGATU ISLAND INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RESP LIM,30.822.936/0001-69
62.361.467/0001-14,BB OXD INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
62.361.637/0001-60,BB EEAA BEZERRA INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RESP LIMITADA,30.822.936/0001-69
62.361.815/0001-53,RANGIROA FIF - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA,11.519.438/0001-05
62.363.645/0001-46,INVEST PRO FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.379.427/0001-08,ANGICO FIF - CI RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RESPONSABILIDADE LIMITADA,11.159.192/0001-08
62.380.424/0001-86,PORTAL SOLAR FIF - CI RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RESPONSABILIDADE LIMITADA,11.159.192/0001-08
62.381.358/0001-69,PRUNUS FIFI - CI RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RESPONSABILIDADE LIMITADA,11.159.192/0001-08
62.406.976/0001-16,CORUMBAU FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
62.407.174/0001-20,PGA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.408.523/0001-29,ROZIPA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
62.408.759/0001-65,ALVO 8 ESTRUTURAL FIF FUNDO INC EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.408.982/0001-02,LTQ FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.409.302/0001-75,JGV FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.409.522/0001-07,KANDINSKY FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.411.943/0001-64,DUPLA CLASSE DE INVESTIMENTO EM RENDA FIXA INFRAESTRUTURA - RESPONSABILIDADE LIMITADA,11.519.438/0001-05
62.414.689/0001-58,JOSEFRIOLI FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.423.102/0001-77,SKY DEBENTURES INCENTIVADAS FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA,11.888.689/0001-59
62.428.355/0001-33,KTIR FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
62.438.200/0001-88,BTG PACTUAL CRÉDITO CORPORATIVO PLUS INCENTIVADO CDI FI DE INVESTIMENTO FINANCEIRO EM INFRA RF,29.650.082/0001-00
62.461.101/0001-17,MAGNO FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
62.467.068/0001-32,MONTE SINAI FIF FUNDO INCENTIVADO EM PRIV EM DEB DE INFRA RENDA FIXA CRED PRIVADO RESP LIMITADA,40.430.971/0001-96
62.467.472/0001-06,MANÁ FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
62.467.970/0001-59,FUJI FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.468.143/0001-80,CVL INFRA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RF CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
62.471.228/0001-17,JGP CRÉDITO FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA IMA-B - RESPONSABILIDADE LIMITADA,13.189.882/0001-27
62.473.606/0001-00,MUSSI ROCHA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RENDA FIXA CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.473.925/0001-07,AUTÓCTONE INVESTIMENTOS FIF FUNDO INC EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.489.908/0001-68,INVI KINEA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
62.491.272/0001-99,BMINVEST FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA,11.159.192/0001-08
62.499.127/0001-54,SANTANDER PB HAC INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
62.520.921/0001-32,SANTANDER PB VNO INVESTIMENTO EM INFRA RF - FIF RESP LIMITADA,03.502.968/0001-04
62.551.626/0001-43,ARX ELBRUS OAWM FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA INVESTIMENTO EM  INFRAESTRUTURA,04.408.128/0001-40
62.565.902/0001-22,MANDRIOLE FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,60.746.948/0001-12
62.571.141/0001-11,GALENO FUNDO DE INVESTIMENTO FINANCEIRO - CI RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,60.746.948/0001-12
62.571.624/0001-16,ICATU VANGUARDA CDI IU FIF CI INCENTIVADO DE INVESTIMENTO EM INFRA RF LP - RESP LIMITADA,68.622.174/0001-20
62.572.632/0001-87,SPACELINE FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,22.134.302/0001-95
62.572.931/0001-11,SANTANA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
62.588.992/0001-77,SANTANDER PB ÁGUIA INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
62.604.345/0001-01,NEWAVE CRÉDITO INFRA30 FUNDO DE INVESTIMENTO FINANCEIRO INFRA RF CP - RESP LIMITADA,43.802.212/0001-03
62.617.588/0001-84,BRADESCO DEBÊNTURES INC CDI ATIVO FIF - CI RF INC DE INVESTIMENTO EM INFRA LP - RESP LIMITADA,60.746.948/0001-12
62.623.910/0001-88,SATURNO R3 FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.624.330/0001-05,HVCV FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
62.625.430/0001-56,TREVISO HARBOR FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
62.625.643/0001-88,BF&F FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRAESTRUTURA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.644.763/0001-22,SAMPA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
62.662.727/0001-91,AQUASTAR FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
62.672.551/0001-59,0409 FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
62.672.889/0001-00,SAGARANA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
