CNPJ Emissor,Emissor,Grupo,Setor,Descrição,Fonte
"23.907.723/0001-74","SERTAO I SOLAR ENERGIA SPE S.A.","Sertao I Solar Energia","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"20.611.180/0002-36","SETELOC S.A.","Seteloc","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.",""
"20.611.180/0001-55","SETELOC S.A","Seteloc","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.",""
"41.554.993/0001-20","SILVANIA TRANSMISSORA DE ENERGIA S.A.","Silvania","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"45.754.044/0001-45","SIMAK LOCACAO SERVICOS S.A","Simak","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.",""
"41.934.221/0001-14","CS BRASIL HOLDING E LOCACAO S.A.","Simpar","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.","https://ri.simpar.com.br/"
"52.548.435/0001-79","JSL S.A","Simpar","Logística","Presta serviços de transporte, armazenagem, distribuição ou gestão logística.","https://ri.simpar.com.br/"
"07.415.333/0001-20","SIMPAR S.A.","Simpar","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Simpar.","https://ri.simpar.com.br/"
"21.314.559/0001-66","MOVIDA PARTICIPACOES S/A","Simpar","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Simpar.","https://ri.simpar.com.br/"
"60.894.136/0001-14","ORIGINAL VEICULOS S.A.","Simpar","Varejo","Comercializa produtos ao consumidor por meio de lojas físicas, atacado, distribuição ou canais digitais.","https://ri.simpar.com.br/"
"23.373.000/0001-32","VAMOS LOCACAO DE CAMINHOES MAQUINAS E EQUIPAMENTOS S.A.","Simpar","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.","https://ri.simpar.com.br/"
"02.763.931/0001-77","SIMPLE WAY LOCACOES E SERVICOS S.A.","Simple WAY Locacoes e Servicos","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.",""
"23.361.306/0001-79","SIPCAM NICHINO BRASIL S/A","Sipcam Nichino","Fertilizantes","Produz, mistura, distribui ou presta serviços logísticos para fertilizantes e outros insumos agrícolas.",""
"00.832.397/0001-88","SISTAC - SISTEMAS DE ACESSO S.A.","Sistac","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"12.979.552/0001-72","SKINSTORE S.A.","Skins","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"07.594.978/0001-78","SMARTFIT ESCOLA DE GINASTICA E DANCA S/A","Smart Fit","Educação","Oferece serviços educacionais, ensino superior, cursos profissionais ou plataformas de aprendizagem.",""
"36.125.692/0001-41","SMART RJ CONCESSIONARIA DE ILUMINACAO PUBLICA SPE S.A.","Smart RJ Concessionaria de Iluminacao Publica","Iluminação Pública","É uma SPE de PPP responsável pela modernização, operação e manutenção de sistemas de iluminação pública.",""
"23.912.366/0001-32","SOBRAL I SOLAR ENERGIA SPE S.A.","Sobral I Solar Energia","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"43.217.280/0001-05","SOCICAM ADMINISTRACAO PROJETOS E REPRESENTACOES S.A.","Socicam","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.","https://www.socicam.com.br/"
"31.840.260/0001-07","SPE CONCESSIONARIA DO AEROPORTO DE ILHEUS S/A","Socicam","Aeroporto","Opera uma concessão aeroportuária, incluindo manutenção, expansão e prestação de serviços aos usuários.","https://www.socicam.com.br/"
"48.710.127/0001-20","SPE NOVO NORTE AEROPORTOS S.A.","Socicam / Agemar","Aeroporto","Opera uma concessão aeroportuária, incluindo manutenção, expansão e prestação de serviços aos usuários.","https://www.aeroportodebelem.com.br/"
"33.068.883/0001-20","SOCIEDADE COMERCIAL E IMPORTADORA HERMES S/A","Sociedade Comercial e Importadora Hermes","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"82.845.322/0001-04","SOFTPLAN PLANEJAMENTO E SISTEMAS S.A.","Softplan","Tecnologia","Desenvolve ou fornece software, plataformas digitais, equipamentos e serviços de tecnologia.",""
"59.270.301/0001-88","SOL MICRO SUSTENTAVEL HOLDING S.A.","SOL Micro Sustentavel","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo SOL Micro Sustentavel.",""
"31.095.322/0001-95","SOLARIS TRANSMISSAO DE ENERGIA S.A.","Solaris","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"32.247.733/0001-11","SOLFACIL SECURITIZADORA CREDITO FINANCEIRO S.A.","Solfacil Securitizadora Credito Financeiro","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"43.102.277/0001-38","SOLFACIL SECURITIZADORA DE CREDITOS DO AGRONEGOCIO S.A.","Solfacil Securitizadora de Creditos do Agronegocio","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"40.004.380/0001-57","SOLFARMA SECURITIZADORA DE CREDITOS MERCANTIS S.A.","Solfarma Securitizadora de Creditos Mercantis","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"57.633.782/0001-13","SOLUZ PARTICIPACOES SA","Soluz","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Soluz.",""
"40.263.170/0001-83","SOLVI ESSENCIS AMBIENTAL S.A.","Solví","Serviços","Presta serviços ambientais, incluindo coleta, tratamento, destinação ou valorização de resíduos.",""
"48.560.434/0001-72","SONEVA ENERGIAS RENOVAVEIS S.A.","Soneva","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"47.902.283/0001-20","SONORA ESTANCIA S/A","Sonora Estancia","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"57.505.766/0001-45","SOSU SECURITIZADORA S.A.","Sosu Securitizadora","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"03.286.888/0001-69","SOTRAN S.A. LOGISTICA E TRANSPORTE","Sotran","Logística","Presta serviços de transporte, armazenagem, distribuição ou gestão logística.",""
"63.779.546/0001-02","SPAR I SUBHOLDING S.A.","Spar I Subholding","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Spar I Subholding.",""
"39.984.031/0001-60","SPE CONCESSIONARIA VOE XAP S.A","SPE Concessionaria VOE XAP","Aeroporto","Opera uma concessão aeroportuária, incluindo manutenção, expansão e prestação de serviços aos usuários.",""
"55.739.083/0001-27","SPE INTEGRA 2 S/A","SPE Integra 2","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"63.227.916/0001-07","SPE JOPE ISB INOVA CXS S/A","SPE Jope ISB Inova CXS","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"54.175.000/0001-51","SPE NEW SUNRIGHT ENERGIA SOLAR S.A.","SPE NEW Sunright Energia Solar","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"54.218.779/0001-45","SPE SOL DO LESTE INFRAESTRUTURA S.A.","SPE SOL do Leste Infraestrutura","Construção","Executa obras de engenharia, construção pesada, edificações ou gestão de projetos de infraestrutura.",""
"29.532.071/0001-17","SPE TRANSMISSORA DE ENERGIA LINHA VERDE II S.A.","SPE Transmissora de Energia Linha Verde","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"29.568.539/0001-23","SPE TRANSMISSORA DE ENERGIA LINHA VERDE I S.A","SPE Transmissora de Energia Linha Verde","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"55.579.547/0001-85","SPE VALE DOURADO ADMINISTRACAO S/A","SPE Vale Dourado Administração","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"19.696.542/0001-79","SPE WELT ENERGIA S.A","SPE Welt Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"07.534.805/0001-64","SPREAD PARTICIPACOES S.A.","Spread","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Spread.",""
"49.933.670/0001-50","SPRS PLATAO CAPITAL II S.A.","Sprs Platao Capital II","Serviços Financeiros","Oferece crédito, investimentos, gestão de recursos ou outros serviços financeiros.",""
"26.433.778/0001-88","SPVCRED II COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS","Spvcred II Companhia Securitizadora de Creditos","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"61.741.462/0001-54","SRBT SUBHOLDING S.A","Srbt Subholding","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Srbt Subholding.",""
"02.211.906/0001-80","SRM SEC SECURITIZADORA SA","SRM SEC Securitizadora","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"24.905.442/0001-45","SUBESTACAO AGUA AZUL SPE S/A","Subestacao Água Azul","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"16.825.255/0001-23","SUHAI SEGURADORA S.A.","Suhai","Seguros","Oferece seguros, resseguros, previdência, corretagem ou serviços relacionados à proteção de riscos.",""
"43.277.147/0001-36","SUL CONCESSOES E PARTICIPACOES S/A","SUL Concessoes e","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo SUL Concessoes e.",""
"11.517.841/0001-97","COMPANHIA SULAMERICANA DE DISTRIBUICAO","Sulamericana de Distribuicao","Varejo","Comercializa produtos ao consumidor por meio de lojas físicas, atacado, distribuição ou canais digitais.",""
"47.882.671/0001-97","SUN INVEST III S/A","SUN Invest III","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"53.192.626/0001-03","SUNO ENERGIAS LIMPAS PROJETOS MADUROS S.A","Suno Energias Limpas Projetos Maduros","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"02.599.378/0001-89","SUPERBAC INDUSTRIA E COMERCIO DE FERTILIZANTES S/A","Superbac","Fertilizantes","Produz, mistura, distribui ou presta serviços logísticos para fertilizantes e outros insumos agrícolas.",""
"02.060.862/0011-07","SUPERFRIO ARMAZENS GERAIS S.A.","SuperFrio","Logística","Presta serviços de transporte, armazenagem, distribuição ou gestão logística.",""
"17.745.613/0001-50","SUPERMERCADO BAHAMAS S/A","Supermercado Bahamas","Varejo","Comercializa produtos ao consumidor por meio de lojas físicas, atacado, distribuição ou canais digitais.",""
"02.735.385/0001-60","SUPERVIA-CONCESSIONARIA DE TRANSPORTE FERROVIARIO S.A","Supervia-concessionaria de Transporte Ferroviario","Mobilidade Urbana","Opera infraestrutura ou serviços de mobilidade urbana, como metrôs, trens, ônibus ou sistemas de bilhetagem.",""
"29.479.531/0001-90","SUPRIMED PARTICIPACOES S.A.","Suprimed","Saúde","Atua na prestação de serviços, produtos ou infraestrutura para o setor de saúde.",""
"16.404.287/0001-55","SUZANO S.A.","Suzano","P&P","Atua na produção florestal, madeira, celulose, papel ou embalagens.","https://ri.suzano.com.br/"
"08.801.621/0001-86","SYN PROP E TECH S.A.","SYN","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"26.617.923/0001-80","JANAUBA TRANSMISSORA DE ENERGIA ELETRICA S.A.","Taesa","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.taesa.com.br/"
"03.573.381/0001-96","TANGARA ENERGIA S.A.","Taesa","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.taesa.com.br/"
"07.859.971/0001-30","TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A","Taesa","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.taesa.com.br/"
"06.248.349/0001-23","TRANSPORTADORA ASSOCIADA DE GAS S.A. - TAG","TAG","O&G","Opera infraestrutura de transporte de gás natural por meio de gasodutos.",""
"06.001.492/0001-16","AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA S.A.","TBE","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://www.tbe.com.br/a-tbe/as-empresas/"
"04.416.935/0001-04","EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.","TBE","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://www.tbe.com.br/a-tbe/as-empresas/"
"10.319.371/0001-94","EBTE - EMPRESA BRASILEIRA DE TRANSMISSAO DE ENERGIA S.A","TBE","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://www.tbe.com.br/a-tbe/as-empresas/"
"03.984.987/0001-14","ECTE - EMPRESA CATARINENSE DE TRANSMISSAO DE ENERGIA S/A","TBE","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://www.tbe.com.br/a-tbe/as-empresas/"
"24.870.962/0001-60","EDTE -  EMPRESA DIAMANTINA DE TRANSMISSAO DE ENERGIA S.A.","TBE","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://www.tbe.com.br/a-tbe/as-empresas/"
"05.321.987/0001-60","EMPRESA NORTE DE TRANSMISSAO DE ENERGIA S.A","TBE","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://www.tbe.com.br/a-tbe/as-empresas/"
"26.643.937/0001-79","EMPRESA SUDESTE DE TRANSMISSAO DE ENERGIA S/A","TBE","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://www.tbe.com.br/a-tbe/as-empresas/"
"04.416.923/0001-80","EMPRESA PARAENSE DE TRANSMISSAO DE ENERGIA S/A","TBE","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://www.tbe.com.br/a-tbe/as-empresas/"
"07.153.003/0001-04","COMPANHIA TRANSIRAPE DE TRANSMISSAO","TBE","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://www.tbe.com.br/a-tbe/as-empresas/"
"26.796.760/0001-40","TCC - TRANSMISSORA CAMINHO DO CAFE S/A","TCC - Transmissora Caminho do Cafe","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"62.840.928/0001-31","TCX RENOVAVEIS E PARTICIPACOES S.A.","TCX Renovaveis e","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo TCX Renovaveis e.",""
"08.100.057/0001-74","TECNOGERA LOCACAO O E TRANSFORMACAO DE ENERGIA S.A.","Tecnogera","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.",""
"51.427.102/0001-29","TECNOLOGIA BANCARIA S.A.","Tecnologia Bancaria","Meios de Pagamento","Processa pagamentos e oferece soluções de adquirência, cartões, fidelidade ou serviços financeiros digitais.",""
"49.786.044/0001-88","TECP - TRANSMISSORA DE ENERGIA CENTRAL PAULISTANA S.A.","Tecp - Transmissora de Energia Central","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"02.558.157/0001-62","TELEFONICA BRASIL S/A","Telefonica","Telecom","Fornece serviços ou infraestrutura de telecomunicações, internet, conectividade e redes.","https://ri.telefonica.com.br/"
"13.794.869/0001-05","TEMBICI PARTICIPACOES S.A","Tembici","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Tembici.",""
"71.476.527/0001-35","CONSTRUTORA TENDA S/A","Tenda","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"01.157.555/0001-04","TENDA ATACADO S/A","Tenda Atacado","Varejo","Comercializa produtos ao consumidor por meio de lojas físicas, atacado, distribuição ou canais digitais.",""
"47.080.619/0001-17","TEREOS ACUCAR E ENERGIA BRASIL S.A.","Tereos","A&A","Produz açúcar e etanol a partir da cana-de-açúcar, normalmente com cogeração de bioenergia.",""
"10.502.676/0001-37","TERMELETRICA   PERNAMBUCO  III   S.A.","Termeletrica Pernambuco III","Energia","Desenvolve ou opera ativos de geração termelétrica e negócios relacionados à energia.",""
"21.748.188/0001-20","TERP GLBL BRASIL I PARTICIPACOES S.A.","Terp Glbl Brasil I","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Terp Glbl Brasil I.",""
"01.115.535/0001-70","TESC - TERMINAL SANTA CATARINA S/A","TESC","Porto","Opera terminal ou infraestrutura portuária para movimentação, armazenagem e logística de cargas.",""
"17.159.229/0001-76","LABORATORIO  TEUTO BRASILEIRO S.A.","Teuto","Saúde","Desenvolve, fabrica ou distribui medicamentos e produtos para saúde.",""
"55.764.541/0001-88","TGR SUBHOLDING 4 S.A.","TGR Subholding 4","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo TGR Subholding 4.",""
"55.764.627/0001-00","TGR SUBHOLDING 7 S.A.","TGR Subholding 7","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo TGR Subholding 7.",""
"49.408.882/0001-18","THOPEN SOLAR 10 S.A.","Thopen Energia","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"50.513.224/0001-75","THOPEN SOLAR 12 SPE S.A.","Thopen Energia","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"53.074.942/0001-80","THOPEN SOLAR 55 SPE S.A.","Thopen Energia","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"28.133.664/0001-48","THOPEN ENERGIA S.A.","Thopen Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"23.080.281/0001-35","TIBAGI ENERGIA SPE S/A","Tibagi Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"55.024.743/0001-93","TIC TRENS","TIC Trens","Mobilidade Urbana","Opera infraestrutura ou serviços de mobilidade urbana, como metrôs, trens, ônibus ou sistemas de bilhetagem.",""
"11.289.590/0001-30","TIETE EOLICA S.A","Tiete Eolica","Energia","Desenvolve ou opera projetos de geração de energia eólica.",""
"84.684.455/0001-63","TIGRE S.A PARTICIPACOES","Tigre","Indústria","Fabrica produtos, equipamentos ou insumos industriais para diferentes cadeias produtivas.",""
"02.600.854/0001-34","TIM BRASIL SERVICOS E PARTICIPACOES S.A","TIM","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo TIM.","https://ri.tim.com.br/"
"02.421.421/0001-11","TIM S.A.","TIM","Telecom","Fornece serviços ou infraestrutura de telecomunicações, internet, conectividade e redes.","https://ri.tim.com.br/"
"46.076.909/0001-24","TIVIT INFRAESTRUTURA DE TECNOLOGIA S.A.","Tivit Infraestrutura de Tecnologia","Tecnologia","Desenvolve ou fornece software, plataformas digitais, equipamentos e serviços de tecnologia.",""
"48.337.673/0001-68","TMXV EFICIENCIA HOLDING S.A","Tmxv Eficiencia","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Tmxv Eficiencia.",""
"56.222.172/0001-64","TMXV2 EFICIENCIA HOLDING S.A","Tmxv2 Eficiencia","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Tmxv2 Eficiencia.",""
"08.259.544/0001-84","TOPICO LOCACOES DE GALPOES E EQUIPAMENTOS PARA INDUSTRIAS S/A","Topico Locacoes de Galpoes e Equipamentos","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.",""
"07.483.401/0001-99","TOTAL BIOTECNOLOGIA INDUSTRIA E COMERCIO S.A.","Total Biotecnologia","Fertilizantes","Produz, mistura, distribui ou presta serviços logísticos para fertilizantes e outros insumos agrícolas.",""
"53.113.791/0001-22","TOTVS SA","Totvs","Tecnologia","Desenvolve ou fornece software, plataformas digitais, equipamentos e serviços de tecnologia.",""
"54.880.764/0001-48","TPC TRANSMISSORA PARAISO DO CAFE S.A.","TPC Transmissora Paraiso do Cafe","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"26.796.739/0001-45","TPE  - TRANSMISSORA PARAISO DE ENERGIA S.A.","TPE - Transmissora Paraiso de Energia","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"47.957.696/0001-02","TRACTUS CAPITAL INVESTIMENTOS E PARTICIPACOES DEBTCO S.A.","Tractus Capital Investimentos e Participações Debtco","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Tractus Capital Investimentos e Participações Debtco.",""
"22.320.881/0001-60","TRADIMAQ S.A.","Tradimaq","Rentals","Aluga veículos, máquinas, equipamentos ou ativos de tecnologia, com serviços associados.",""
"12.385.102/0001-51","EMPRESA DE TRANSMISSAO DE VARZEA GRANDE S.A. - ETVG","Transmissão de Varzea Grande S.a. -","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"27.821.748/0001-01","TRANSMISSAO SP-MG S/A","Transmissão SP-mg","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"24.917.078/0001-33","TRANSMISSORA DE ENERGIA CAMPINAS-ITATIBA SPE S.A.","Transmissora de Energia Campinas-itatiba","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"21.728.083/0001-00","TRANSMISSORA JOSE MARIA DE MACEDO ELETRICIDADE S.A.","Transmissora Jose Maria de Macedo Eletricidade","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"10.994.254/0001-26","TRANSMISSORA MATOGROSSENSE DE ENERGIA S.A.","Transmissora Matogrossense de Energia","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"36.238.971/0001-11","TRANSMISSORA RIO MINAS SPE S.A.","Transmissora RIO Minas","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"14.820.905/0001-12","TRANSMISSORA SUL BRASILEIRA DE ENERGIA S.A.","Transmissora SUL Brasileira de Energia","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"14.683.671/0001-09","TRANSNORTE ENERGIA S.A.","Transnorte Energia","Energia","Desenvolve ou opera ativos de geração hidrelétrica.",""
"01.891.441/0001-93","TRANSPORTADORA BRASILEIRA GASODUTO BOLIVIA BRASIL","Transportadora Brasileira Gasoduto Bolivia Brasil","O&G","Opera infraestrutura de transporte de gás natural por meio de gasodutos.",""
"41.719.223/0001-90","TRAVESSIA E DELTA SECURITIZADORA DE CREDITOS MERCANTIS S.A.","Travessia e Delta Securitizadora de Creditos","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"38.028.620/0001-01","TRAVESSIA MPT 18 SECURITIZADORA DE CREDITOS FINANCEIROS S.A.","Travessia MPT 18 Securitizadora de Creditos","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"26.609.050/0001-64","TRAVESSIA SECURITIZADORA S.A.","Travessia Securitizadora","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"38.042.694/0001-00","TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS S.A","Travessia Securitizadora de Creditos Financeiros","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"28.758.267/0001-61","TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS I S.A.","Travessia Securitizadora de Creditos Financeiros I","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"36.699.663/0001-93","TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS VIII S.A.","Travessia Securitizadora de Creditos Financeiros Viii","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"37.901.961/0001-87","TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS X SA","Travessia Securitizadora de Creditos Financeiros X","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"37.763.835/0001-03","TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS XI S.A.","Travessia Securitizadora de Creditos Financeiros XI","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"38.419.815/0001-82","TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS XVI S.A.","Travessia Securitizadora de Creditos Financeiros XVI","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"40.004.405/0001-12","TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS XXI S.A.","Travessia Securitizadora de Creditos Financeiros XXI","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"46.077.051/0001-12","TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS XXIX S.A.","Travessia Securitizadora de Creditos Financeiros Xxix","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"45.741.898/0001-97","TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS XXV S.A.","Travessia Securitizadora de Creditos Financeiros XXV","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"46.081.128/0001-28","TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS XXVII S.A","Travessia Securitizadora de Creditos Financeiros Xxvii","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"47.965.456/0001-50","TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS XXXII S.A.","Travessia Securitizadora de Creditos Financeiros Xxxii","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"43.335.774/0001-86","TRAVESSIA SECURITIZADORA DE CREDITOS MERCANTIS VI S.A.","Travessia Securitizadora de Creditos Mercantis VI","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"44.379.280/0001-66","TRAVESSIA SECURITIZADORA DE CREDITOS MERCANTIS VII S.A.","Travessia Securitizadora de Creditos Mercantis VII","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"53.930.740/0001-93","TRINITY NORDESTE PARTICIPACOES E ADMINISTRACAO DE BENS S.A.","Trinity Nordeste Participações e Administração de","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Trinity Nordeste Participações e Administração de.",""
"08.811.643/0001-27","TRISUL S/A","Trisul","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"09.074.183/0001-64","TRANSBRASILIANA CONCESSIONARIA DE RODOVIA S.A","Triunfo","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.","https://ri.triunfo.com/"
"24.870.139/0001-54","TROPICALIA TRANSMISSORA DE ENERGIA S.A.","Tropicalia","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"12.130.744/0001-00","TRUE  SECURITIZADORA S/A","True Sec","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"40.997.635/0001-20","TRV XLIII SECURITIZADORA DE CREDITOS MERCANTIS S.A","TRV Xliii Securitizadora de Creditos Mercantis","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"28.008.699/0001-55","TSM - TRANSMISSORA SERRA DA MANTIQUEIRA S/A","TSM - Transmissora Serra da Mantiqueira","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"42.554.669/0001-75","TTCH4 PARTICIPACOES S.A.","Ttch4","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Ttch4.",""
"65.730.963/0001-96","TTL HOLDING 36 S/A","TTL Holding 36","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo TTL Holding 36.",""
"81.315.426/0001-36","TUPER S.A.","Tuper","Indústria","Fabrica produtos, equipamentos ou insumos industriais para diferentes cadeias produtivas.",""
